SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,DAYS_BIRTH,OCCUPATION_TYPE
211144,1,Cash loans,F,90000.0,298512.0,16798.5,Working,Secondary / secondary special,37,Sales staff
211165,1,Revolving loans,M,157500.0,202500.0,10125.0,Working,Secondary / secondary special,33,Laborers
211169,1,Cash loans,F,112500.0,781920.0,37615.5,Commercial associate,Secondary / secondary special,45,Sales staff
211199,1,Cash loans,F,90000.0,225000.0,12204.0,Working,Secondary / secondary special,26,Laborers
211202,1,Cash loans,F,157500.0,675000.0,20668.5,Working,Secondary / secondary special,38,Laborers
211231,1,Cash loans,F,67500.0,215640.0,14584.5,State servant,Higher education,35,Core staff
211284,1,Cash loans,F,99000.0,435253.5,21168.0,Commercial associate,Secondary / secondary special,35,Secretaries
211313,1,Cash loans,F,247500.0,1113840.0,57001.5,Working,Secondary / secondary special,44,Realty agents
211340,1,Cash loans,M,144000.0,417024.0,29655.0,Working,Secondary / secondary special,28,Laborers
211385,1,Cash loans,F,126000.0,254700.0,16713.0,Working,Secondary / secondary special,26,Medicine staff
211400,1,Revolving loans,F,81000.0,247500.0,12375.0,Working,Secondary / secondary special,38,Sales staff
211414,1,Cash loans,M,225000.0,288792.0,13590.0,Working,Secondary / secondary special,52,Security staff
211426,1,Cash loans,M,180000.0,1078200.0,38200.5,Working,Lower secondary,37,Laborers
211453,1,Revolving loans,M,310500.0,180000.0,9000.0,Commercial associate,Higher education,25,Sales staff
211459,1,Cash loans,M,112500.0,170640.0,12496.5,Working,Secondary / secondary special,50,Laborers
211494,1,Cash loans,M,112500.0,508495.5,24462.0,Working,Secondary / secondary special,36,Laborers
211530,1,Cash loans,M,90000.0,1350000.0,36202.5,State servant,Secondary / secondary special,43,Laborers
211538,1,Cash loans,F,121500.0,343377.0,12942.0,Working,Secondary / secondary special,42,Medicine staff
211545,1,Cash loans,F,225000.0,599472.0,47493.0,Commercial associate,Secondary / secondary special,41,Private service staff
211552,1,Cash loans,F,270000.0,1074861.0,33750.0,Commercial associate,Higher education,64,Accountants
211576,1,Cash loans,F,90000.0,305221.5,19633.5,Working,Secondary / secondary special,36,Laborers
211585,1,Cash loans,F,112500.0,687600.0,18909.0,Commercial associate,Secondary / secondary special,35,Sales staff
211610,1,Cash loans,F,157500.0,1350000.0,36333.0,Working,Secondary / secondary special,53,Laborers
211615,1,Cash loans,F,202500.0,532345.5,42057.0,Commercial associate,Secondary / secondary special,41,Sales staff
211619,1,Cash loans,M,67500.0,284400.0,13387.5,Working,Secondary / secondary special,27,Drivers
211638,1,Cash loans,F,90000.0,398016.0,26595.0,Working,Secondary / secondary special,30,Sales staff
211703,1,Cash loans,M,270000.0,888840.0,37494.0,State servant,Higher education,46,Managers
211722,1,Cash loans,F,90000.0,411813.0,19809.0,Working,Secondary / secondary special,51,Laborers
211743,1,Cash loans,F,144000.0,981000.0,35365.5,State servant,Higher education,64,Core staff
211759,1,Cash loans,F,162000.0,592560.0,35806.5,Working,Secondary / secondary special,29,Laborers
211762,1,Cash loans,M,180000.0,765522.0,24822.0,Working,Secondary / secondary special,59,Laborers
211766,1,Cash loans,F,180000.0,270000.0,13783.5,Commercial associate,Secondary / secondary special,38,Managers
211769,1,Cash loans,F,90000.0,297000.0,14575.5,Working,Secondary / secondary special,49,Laborers
211842,1,Cash loans,F,157500.0,923454.0,35910.0,Working,Higher education,24,Core staff
211847,1,Cash loans,M,171000.0,1223010.0,48631.5,Commercial associate,Higher education,43,Sales staff
211849,1,Cash loans,F,144000.0,355536.0,24178.5,Commercial associate,Secondary / secondary special,36,Managers
211854,1,Cash loans,M,139500.0,203760.0,13396.5,Working,Secondary / secondary special,34,Managers
211857,1,Cash loans,F,180000.0,677664.0,34731.0,Commercial associate,Secondary / secondary special,42,Accountants
211874,1,Cash loans,M,103500.0,194076.0,17928.0,Working,Secondary / secondary special,30,Drivers
211879,1,Cash loans,M,144000.0,269550.0,21739.5,Working,Higher education,44,Core staff
211899,1,Cash loans,F,225000.0,1042560.0,37575.0,Commercial associate,Secondary / secondary special,39,Accountants
211905,1,Revolving loans,F,72000.0,135000.0,6750.0,Working,Secondary / secondary special,22,Sales staff
211917,1,Revolving loans,F,180000.0,360000.0,18000.0,Working,Secondary / secondary special,48,Core staff
211942,1,Cash loans,F,67500.0,284400.0,13833.0,State servant,Secondary / secondary special,31,Laborers
211952,1,Cash loans,F,90000.0,448056.0,16222.5,Working,Secondary / secondary special,52,Cleaning staff
212006,1,Cash loans,F,225000.0,450000.0,20979.0,Working,Higher education,36,Accountants
212021,1,Revolving loans,M,202500.0,202500.0,10125.0,Working,Secondary / secondary special,57,Drivers
212029,1,Revolving loans,F,81000.0,180000.0,9000.0,Working,Secondary / secondary special,22,High skill tech staff
212030,1,Cash loans,M,166500.0,576072.0,21847.5,Commercial associate,Incomplete higher,47,Sales staff
212039,1,Cash loans,M,247500.0,755190.0,41098.5,Commercial associate,Secondary / secondary special,28,Laborers
212047,1,Cash loans,M,90000.0,328500.0,22081.5,Working,Secondary / secondary special,38,Laborers
212056,1,Cash loans,F,126000.0,247500.0,12037.5,Working,Secondary / secondary special,36,Sales staff
212119,1,Cash loans,F,171000.0,234000.0,11511.0,Commercial associate,Secondary / secondary special,47,Sales staff
212123,1,Cash loans,M,135000.0,506889.0,40176.0,Working,Secondary / secondary special,30,Drivers
212141,1,Cash loans,F,157500.0,508500.0,16533.0,Working,Secondary / secondary special,34,Sales staff
212149,1,Cash loans,F,90000.0,450000.0,17095.5,Commercial associate,Secondary / secondary special,40,Sales staff
212178,1,Cash loans,M,112500.0,450000.0,53536.5,Commercial associate,Higher education,29,Laborers
212186,1,Cash loans,F,81000.0,134775.0,7186.5,Commercial associate,Secondary / secondary special,32,Core staff
212202,1,Cash loans,M,112500.0,450000.0,20979.0,Working,Secondary / secondary special,48,Low-skill Laborers
212221,1,Cash loans,M,135000.0,1125000.0,47794.5,Working,Secondary / secondary special,58,Security staff
212234,1,Cash loans,F,162000.0,874363.5,44775.0,Working,Secondary / secondary special,32,Laborers
212256,1,Revolving loans,F,72000.0,180000.0,9000.0,Working,Secondary / secondary special,59,Cleaning staff
212301,1,Cash loans,F,252000.0,276277.5,15115.5,Working,Secondary / secondary special,49,Sales staff
212365,1,Cash loans,F,90000.0,521280.0,27292.5,Working,Secondary / secondary special,33,Laborers
212375,1,Cash loans,M,83250.0,343800.0,10921.5,Working,Secondary / secondary special,58,Security staff
212406,1,Cash loans,F,90000.0,1024740.0,52452.0,Working,Secondary / secondary special,51,Security staff
212414,1,Cash loans,F,112500.0,787131.0,30762.0,Working,Secondary / secondary special,25,Laborers
212421,1,Cash loans,F,112500.0,268659.0,29061.0,Working,Secondary / secondary special,22,Sales staff
212426,1,Cash loans,F,157500.0,597024.0,47299.5,Working,Secondary / secondary special,40,Laborers
212428,1,Cash loans,F,135000.0,229500.0,14796.0,Working,Secondary / secondary special,27,Sales staff
212451,1,Cash loans,F,126000.0,640080.0,29970.0,Commercial associate,Secondary / secondary special,24,High skill tech staff
212452,1,Cash loans,M,202500.0,343800.0,16852.5,Working,Secondary / secondary special,39,Sales staff
212458,1,Cash loans,F,180000.0,450000.0,35685.0,Commercial associate,Secondary / secondary special,35,Managers
212466,1,Cash loans,F,112500.0,436500.0,34483.5,Working,Secondary / secondary special,38,Core staff
212491,1,Cash loans,F,67500.0,590337.0,25141.5,State servant,Secondary / secondary special,45,Cleaning staff
212496,1,Cash loans,F,112500.0,450000.0,27193.5,Working,Secondary / secondary special,39,Sales staff
212528,1,Cash loans,M,157500.0,521280.0,28408.5,Working,Secondary / secondary special,32,Laborers
212529,1,Cash loans,F,180000.0,450000.0,32746.5,Commercial associate,Secondary / secondary special,40,Sales staff
212539,1,Cash loans,M,135000.0,733176.0,28539.0,Working,Secondary / secondary special,50,Drivers
212573,1,Cash loans,M,247500.0,379237.5,23044.5,Commercial associate,Secondary / secondary special,30,Sales staff
212574,1,Cash loans,F,216000.0,521280.0,23089.5,Commercial associate,Secondary / secondary special,45,Sales staff
212580,1,Cash loans,F,139500.0,980005.5,38137.5,State servant,Incomplete higher,35,Secretaries
212644,1,Cash loans,F,157500.0,358213.5,28431.0,Working,Secondary / secondary special,29,Sales staff
212646,1,Cash loans,M,90000.0,450346.5,24430.5,Working,Secondary / secondary special,62,Cleaning staff
212657,1,Cash loans,M,67500.0,405000.0,15399.0,Working,Secondary / secondary special,31,Drivers
212665,1,Cash loans,F,112500.0,592560.0,30384.0,Working,Secondary / secondary special,45,Cleaning staff
212666,1,Cash loans,M,90000.0,247275.0,19953.0,Working,Secondary / secondary special,42,Laborers
212688,1,Cash loans,F,108000.0,225000.0,6318.0,Working,Incomplete higher,25,Core staff
212699,1,Cash loans,F,270000.0,521451.0,23098.5,Working,Secondary / secondary special,46,Managers
212705,1,Cash loans,F,112500.0,254700.0,14751.0,Commercial associate,Secondary / secondary special,45,Sales staff
212780,1,Cash loans,F,130500.0,450000.0,21888.0,Working,Secondary / secondary special,35,Waiters/barmen staff
212792,1,Cash loans,M,157500.0,862560.0,25348.5,Working,Secondary / secondary special,41,Laborers
212794,1,Cash loans,F,126000.0,1125000.0,36292.5,Working,Secondary / secondary special,53,Accountants
212810,1,Cash loans,F,112500.0,331632.0,35316.0,Working,Secondary / secondary special,42,Laborers
212907,1,Cash loans,F,247500.0,508495.5,24592.5,Commercial associate,Secondary / secondary special,41,Laborers
212953,1,Cash loans,M,112500.0,900000.0,26446.5,State servant,Secondary / secondary special,56,Laborers
212954,1,Cash loans,M,121500.0,152820.0,16587.0,Working,Secondary / secondary special,27,Laborers
212971,1,Cash loans,M,180000.0,1416406.5,59544.0,Working,Secondary / secondary special,25,Laborers
212992,1,Cash loans,F,76500.0,469152.0,20794.5,Working,Secondary / secondary special,36,Drivers
213002,1,Cash loans,F,112500.0,101880.0,10809.0,Working,Higher education,52,High skill tech staff
213006,1,Cash loans,M,157500.0,545040.0,35617.5,Working,Secondary / secondary special,42,Laborers
213009,1,Cash loans,M,216000.0,536917.5,29254.5,Commercial associate,Secondary / secondary special,45,Laborers
213017,1,Cash loans,M,193500.0,521280.0,31630.5,Commercial associate,Secondary / secondary special,42,Drivers
213092,1,Cash loans,M,58500.0,247500.0,12168.0,Commercial associate,Secondary / secondary special,51,Drivers
213115,1,Cash loans,F,225000.0,450000.0,22977.0,Commercial associate,Secondary / secondary special,35,High skill tech staff
213121,1,Cash loans,M,135000.0,760131.0,24651.0,Working,Secondary / secondary special,51,Laborers
213138,1,Cash loans,M,67500.0,225000.0,10944.0,Working,Secondary / secondary special,36,Low-skill Laborers
213139,1,Cash loans,F,202500.0,346500.0,18796.5,Working,Secondary / secondary special,29,Cleaning staff
213147,1,Cash loans,M,157500.0,225000.0,17775.0,Working,Secondary / secondary special,21,Drivers
213154,1,Cash loans,F,180000.0,495000.0,25402.5,Working,Secondary / secondary special,61,Cleaning staff
213185,1,Cash loans,M,99000.0,539100.0,29376.0,Working,Secondary / secondary special,48,Laborers
213188,1,Cash loans,M,135000.0,765000.0,27103.5,Working,Secondary / secondary special,23,Sales staff
213200,1,Cash loans,M,135000.0,284400.0,19134.0,Working,Secondary / secondary special,31,Low-skill Laborers
213228,1,Cash loans,F,103500.0,515700.0,14179.5,Working,Secondary / secondary special,37,Laborers
213234,1,Cash loans,M,247500.0,746280.0,54436.5,Working,Secondary / secondary special,29,Laborers
213324,1,Cash loans,M,81000.0,239850.0,25317.0,Working,Secondary / secondary special,46,Drivers
213330,1,Cash loans,F,225000.0,1183963.5,34749.0,Working,Secondary / secondary special,44,Laborers
213408,1,Cash loans,F,117000.0,269550.0,14751.0,Working,Incomplete higher,30,Sales staff
213418,1,Cash loans,M,112500.0,262246.5,21154.5,Working,Secondary / secondary special,37,Laborers
213426,1,Cash loans,M,180000.0,203760.0,22072.5,Working,Secondary / secondary special,27,Laborers
213484,1,Cash loans,F,225000.0,521280.0,35262.0,Commercial associate,Secondary / secondary special,46,Core staff
213491,1,Cash loans,F,180000.0,640080.0,29970.0,Working,Secondary / secondary special,46,Sales staff
213501,1,Revolving loans,F,90000.0,180000.0,9000.0,Commercial associate,Secondary / secondary special,28,High skill tech staff
213538,1,Cash loans,M,225000.0,450000.0,21109.5,Working,Secondary / secondary special,33,Drivers
213562,1,Cash loans,M,112500.0,143910.0,15111.0,Working,Secondary / secondary special,27,Low-skill Laborers
213581,1,Cash loans,M,112500.0,1339884.0,39307.5,Working,Secondary / secondary special,48,Laborers
213592,1,Cash loans,M,180000.0,414792.0,18400.5,Working,Lower secondary,34,Drivers
213605,1,Cash loans,M,315000.0,454500.0,21865.5,Working,Secondary / secondary special,38,Security staff
213624,1,Cash loans,M,90000.0,500427.0,27144.0,Working,Secondary / secondary special,27,Accountants
213653,1,Cash loans,F,135000.0,1305000.0,36018.0,Commercial associate,Secondary / secondary special,37,Waiters/barmen staff
213670,1,Cash loans,M,81000.0,198666.0,13275.0,Working,Higher education,23,Drivers
213713,1,Cash loans,M,135000.0,314100.0,17167.5,Working,Secondary / secondary special,29,Drivers
213760,1,Cash loans,F,90000.0,417024.0,21964.5,Working,Higher education,37,Laborers
213772,1,Cash loans,F,112500.0,545040.0,25537.5,Working,Secondary / secondary special,29,Core staff
213795,1,Revolving loans,F,112500.0,180000.0,9000.0,Working,Secondary / secondary special,21,Laborers
213799,1,Cash loans,M,90000.0,256500.0,23656.5,Working,Secondary / secondary special,38,Laborers
213801,1,Cash loans,M,126000.0,323982.0,34888.5,Working,Secondary / secondary special,23,Low-skill Laborers
213824,1,Cash loans,F,180000.0,1096020.0,56092.5,Commercial associate,Secondary / secondary special,46,Sales staff
213837,1,Revolving loans,M,202500.0,270000.0,13500.0,Working,Secondary / secondary special,36,Laborers
213861,1,Cash loans,F,126000.0,539100.0,29376.0,Working,Higher education,44,Managers
213869,1,Cash loans,M,157500.0,450000.0,35685.0,Working,Secondary / secondary special,41,Managers
213879,1,Cash loans,F,90000.0,544491.0,17563.5,Commercial associate,Secondary / secondary special,38,Core staff
213894,1,Cash loans,F,130500.0,343377.0,27256.5,Working,Incomplete higher,26,Core staff
213904,1,Cash loans,M,247500.0,314100.0,16573.5,Commercial associate,Secondary / secondary special,35,Drivers
213944,1,Cash loans,M,83250.0,207396.0,11380.5,Working,Secondary / secondary special,59,Security staff
213948,1,Cash loans,M,270000.0,127350.0,15241.5,Working,Secondary / secondary special,39,Laborers
213977,1,Cash loans,F,202500.0,239850.0,27126.0,Commercial associate,Secondary / secondary special,27,Waiters/barmen staff
214050,1,Cash loans,F,90000.0,254700.0,20250.0,Working,Secondary / secondary special,46,Laborers
214066,1,Cash loans,M,157500.0,273636.0,17946.0,Commercial associate,Secondary / secondary special,47,Security staff
214075,1,Cash loans,F,126000.0,891072.0,45625.5,Commercial associate,Secondary / secondary special,32,Sales staff
214112,1,Cash loans,M,180000.0,269550.0,18234.0,Working,Secondary / secondary special,23,Laborers
214115,1,Cash loans,F,112500.0,545040.0,43191.0,Commercial associate,Secondary / secondary special,34,Sales staff
214132,1,Cash loans,M,202500.0,855000.0,24997.5,Working,Secondary / secondary special,31,Laborers
214142,1,Cash loans,M,157500.0,1035000.0,30262.5,Working,Secondary / secondary special,34,Sales staff
214146,1,Cash loans,M,265500.0,323388.0,25677.0,Working,Higher education,28,Cooking staff
214147,1,Cash loans,M,90000.0,545040.0,25537.5,Working,Higher education,31,Laborers
214163,1,Cash loans,M,90000.0,521280.0,28408.5,Working,Secondary / secondary special,30,Low-skill Laborers
214164,1,Cash loans,M,112500.0,378000.0,25569.0,Working,Secondary / secondary special,33,Low-skill Laborers
214167,1,Cash loans,M,225000.0,473760.0,56223.0,Working,Secondary / secondary special,30,Drivers
214184,1,Cash loans,M,130500.0,315000.0,16213.5,Working,Secondary / secondary special,35,Laborers
214211,1,Cash loans,F,67500.0,135000.0,9598.5,Working,Secondary / secondary special,42,Laborers
214214,1,Cash loans,F,90000.0,177903.0,14391.0,Working,Secondary / secondary special,40,Laborers
214220,1,Cash loans,M,180000.0,755190.0,36459.0,Working,Secondary / secondary special,55,Drivers
214253,1,Cash loans,F,126000.0,790830.0,62482.5,Working,Secondary / secondary special,39,Sales staff
214300,1,Cash loans,F,135000.0,679500.0,36202.5,Commercial associate,Secondary / secondary special,42,High skill tech staff
214303,1,Cash loans,F,135000.0,607050.0,62334.0,Working,Secondary / secondary special,38,Laborers
214308,1,Cash loans,M,112500.0,254700.0,27558.0,Working,Secondary / secondary special,50,Laborers
214348,1,Cash loans,F,108000.0,398016.0,24480.0,Working,Secondary / secondary special,45,Private service staff
214370,1,Cash loans,F,135000.0,675000.0,20668.5,Working,Secondary / secondary special,48,Cleaning staff
214374,1,Cash loans,F,247500.0,91692.0,9198.0,Commercial associate,Higher education,47,Core staff
214375,1,Cash loans,M,157500.0,484659.0,38857.5,Working,Secondary / secondary special,37,Drivers
214400,1,Cash loans,F,72000.0,385164.0,23535.0,State servant,Secondary / secondary special,38,Core staff
214404,1,Cash loans,M,247500.0,207000.0,11358.0,Working,Higher education,25,Sales staff
214461,1,Cash loans,M,180000.0,1546020.0,42642.0,Commercial associate,Higher education,60,High skill tech staff
214469,1,Cash loans,F,112500.0,167895.0,16105.5,Commercial associate,Secondary / secondary special,38,Core staff
214471,1,Revolving loans,M,135000.0,270000.0,13500.0,Working,Secondary / secondary special,29,Laborers
214490,1,Cash loans,F,112500.0,506889.0,33133.5,State servant,Higher education,26,Core staff
214492,1,Cash loans,F,157500.0,296280.0,18256.5,Working,Secondary / secondary special,43,Cooking staff
214504,1,Cash loans,F,90000.0,458725.5,25015.5,Working,Higher education,49,High skill tech staff
214565,1,Cash loans,M,315000.0,599778.0,32535.0,Working,Secondary / secondary special,39,Laborers
214578,1,Cash loans,F,225000.0,261000.0,12685.5,Working,Higher education,27,Core staff
214585,1,Cash loans,F,121500.0,438493.5,21222.0,Working,Secondary / secondary special,48,Laborers
214614,1,Cash loans,M,180000.0,573408.0,32148.0,Working,Secondary / secondary special,25,Laborers
214638,1,Cash loans,F,112500.0,781920.0,32998.5,Working,Higher education,34,Sales staff
214649,1,Cash loans,M,135000.0,450000.0,17095.5,Working,Secondary / secondary special,22,Laborers
214664,1,Cash loans,F,112500.0,509400.0,40374.0,Working,Secondary / secondary special,25,Laborers
214683,1,Cash loans,F,94500.0,277969.5,9981.0,State servant,Secondary / secondary special,52,Medicine staff
214689,1,Cash loans,M,180000.0,1024290.0,30078.0,Working,Secondary / secondary special,48,Laborers
214692,1,Cash loans,M,121500.0,284400.0,22468.5,Working,Secondary / secondary special,36,Laborers
214752,1,Cash loans,M,112500.0,402939.0,21856.5,Working,Secondary / secondary special,50,Laborers
214764,1,Cash loans,F,157500.0,592560.0,23314.5,Working,Higher education,26,High skill tech staff
214766,1,Revolving loans,F,90000.0,202500.0,10125.0,Working,Secondary / secondary special,26,High skill tech staff
214803,1,Cash loans,F,216000.0,500427.0,25681.5,Commercial associate,Secondary / secondary special,45,High skill tech staff
214837,1,Cash loans,F,180000.0,896602.5,35023.5,Working,Secondary / secondary special,35,Laborers
214845,1,Cash loans,M,112500.0,545040.0,20547.0,Working,Secondary / secondary special,44,Low-skill Laborers
214860,1,Cash loans,M,225000.0,755190.0,36459.0,Working,Secondary / secondary special,41,Sales staff
214870,1,Cash loans,F,135000.0,203760.0,14958.0,Commercial associate,Secondary / secondary special,27,Sales staff
214891,1,Cash loans,M,225000.0,254700.0,27558.0,Working,Secondary / secondary special,30,Laborers
214950,1,Revolving loans,M,184500.0,135000.0,6750.0,Commercial associate,Secondary / secondary special,25,Drivers
214962,1,Cash loans,F,135000.0,417024.0,25330.5,Working,Secondary / secondary special,23,Sales staff
215013,1,Cash loans,F,90000.0,388512.0,30636.0,Working,Secondary / secondary special,22,Medicine staff
215014,1,Cash loans,F,99000.0,189621.0,13927.5,Working,Secondary / secondary special,42,Laborers
215044,1,Cash loans,M,225000.0,522000.0,19881.0,Commercial associate,Higher education,31,Sales staff
215051,1,Cash loans,F,112500.0,644427.0,33034.5,Commercial associate,Secondary / secondary special,43,Core staff
215107,1,Cash loans,F,225000.0,328405.5,14593.5,Working,Secondary / secondary special,44,Laborers
215125,1,Cash loans,M,301500.0,295668.0,14377.5,Working,Secondary / secondary special,46,Managers
215135,1,Revolving loans,F,67500.0,180000.0,9000.0,Working,Secondary / secondary special,23,Sales staff
215158,1,Cash loans,M,315000.0,755190.0,36459.0,Working,Secondary / secondary special,47,Laborers
215174,1,Cash loans,F,202500.0,521280.0,35392.5,State servant,Incomplete higher,28,Sales staff
215184,1,Cash loans,F,112500.0,588874.5,27580.5,Commercial associate,Secondary / secondary special,23,Laborers
215262,1,Cash loans,F,202500.0,1321020.0,35554.5,Working,Secondary / secondary special,54,Private service staff
215263,1,Cash loans,M,135000.0,544491.0,20133.0,Working,Secondary / secondary special,36,Laborers
215275,1,Cash loans,F,180000.0,1057266.0,43191.0,Commercial associate,Secondary / secondary special,27,Sales staff
215302,1,Cash loans,M,202500.0,1345036.5,43519.5,Working,Secondary / secondary special,34,Drivers
215316,1,Cash loans,F,90000.0,808650.0,31464.0,Working,Secondary / secondary special,39,Sales staff
215363,1,Cash loans,M,90000.0,518562.0,25078.5,Commercial associate,Secondary / secondary special,53,Drivers
215420,1,Cash loans,F,112500.0,298512.0,31473.0,Working,Higher education,40,Sales staff
215421,1,Cash loans,M,243000.0,675000.0,32602.5,Working,Higher education,56,Drivers
215438,1,Cash loans,M,270000.0,720000.0,21051.0,Commercial associate,Incomplete higher,36,Managers
215462,1,Cash loans,M,157500.0,592560.0,32274.0,Working,Secondary / secondary special,39,Managers
215466,1,Cash loans,F,103500.0,469152.0,31864.5,Working,Secondary / secondary special,28,Sales staff
215509,1,Revolving loans,F,135000.0,180000.0,9000.0,Working,Incomplete higher,22,Sales staff
215517,1,Cash loans,M,135000.0,770913.0,30001.5,Working,Secondary / secondary special,30,Laborers
215522,1,Cash loans,M,112500.0,900000.0,48955.5,Working,Secondary / secondary special,53,Laborers
215532,1,Cash loans,M,225000.0,521280.0,41926.5,Working,Secondary / secondary special,56,Managers
215550,1,Cash loans,F,292500.0,254700.0,20250.0,Commercial associate,Secondary / secondary special,45,Managers
215553,1,Cash loans,F,121500.0,545040.0,26640.0,Working,Secondary / secondary special,36,Sales staff
215557,1,Cash loans,F,135000.0,541323.0,29493.0,Working,Secondary / secondary special,29,Laborers
215602,1,Revolving loans,M,45000.0,135000.0,6750.0,State servant,Secondary / secondary special,48,Laborers
215634,1,Cash loans,M,202500.0,395388.0,42709.5,Working,Secondary / secondary special,43,Laborers
215659,1,Cash loans,M,135000.0,900000.0,46084.5,Working,Secondary / secondary special,35,Laborers
215691,1,Cash loans,F,112500.0,265851.0,19035.0,Working,Secondary / secondary special,48,Laborers
215744,1,Cash loans,M,135000.0,269550.0,21294.0,Working,Secondary / secondary special,26,Laborers
215768,1,Cash loans,M,270000.0,269550.0,21739.5,Working,Secondary / secondary special,44,Laborers
215771,1,Cash loans,F,202500.0,1546020.0,45333.0,Working,Higher education,31,Laborers
215773,1,Revolving loans,F,81000.0,247500.0,12375.0,State servant,Higher education,41,Medicine staff
215776,1,Cash loans,F,315000.0,1096020.0,56092.5,Commercial associate,Secondary / secondary special,38,Sales staff
215832,1,Revolving loans,F,117000.0,270000.0,13500.0,Working,Secondary / secondary special,31,Sales staff
215833,1,Cash loans,M,315000.0,86256.0,8041.5,Working,Secondary / secondary special,36,Laborers
215926,1,Cash loans,M,157500.0,225000.0,15349.5,Working,Higher education,27,Drivers
216004,1,Cash loans,F,157500.0,553581.0,40414.5,Working,Higher education,40,Sales staff
216017,1,Cash loans,F,180000.0,485640.0,38938.5,Commercial associate,Secondary / secondary special,30,Sales staff
216021,1,Cash loans,F,243000.0,495882.0,39307.5,Working,Secondary / secondary special,28,Laborers
216057,1,Cash loans,M,54000.0,360000.0,17316.0,Working,Higher education,50,Core staff
216100,1,Cash loans,M,247500.0,545040.0,26640.0,Working,Higher education,35,Core staff
216101,1,Cash loans,F,135000.0,1321020.0,35554.5,Commercial associate,Secondary / secondary special,59,Managers
216106,1,Revolving loans,M,135000.0,270000.0,13500.0,Working,Secondary / secondary special,55,Laborers
216108,1,Cash loans,F,90000.0,900000.0,29164.5,Commercial associate,Secondary / secondary special,42,Laborers
216113,1,Cash loans,F,134100.0,580707.0,39411.0,Working,Secondary / secondary special,33,Laborers
216136,1,Cash loans,M,180000.0,1155226.5,37395.0,Working,Secondary / secondary special,53,Laborers
216169,1,Cash loans,F,112500.0,122521.5,11367.0,Working,Secondary / secondary special,53,Laborers
216170,1,Cash loans,F,112500.0,113760.0,8374.5,Working,Secondary / secondary special,38,Sales staff
216229,1,Cash loans,M,135000.0,497520.0,33376.5,Working,Secondary / secondary special,32,Laborers
216264,1,Cash loans,F,85500.0,675000.0,21775.5,Working,Secondary / secondary special,50,Sales staff
216273,1,Cash loans,F,135000.0,163512.0,13045.5,Working,Secondary / secondary special,44,Core staff
216277,1,Cash loans,M,94500.0,320382.0,17509.5,Working,Secondary / secondary special,28,Low-skill Laborers
216359,1,Cash loans,F,180000.0,547344.0,29821.5,Commercial associate,Secondary / secondary special,54,Managers
216360,1,Cash loans,F,157500.0,640080.0,31261.5,Working,Secondary / secondary special,30,Sales staff
216391,1,Revolving loans,M,250200.0,585000.0,29250.0,Working,Higher education,32,Managers
216413,1,Cash loans,F,67500.0,305221.5,14359.5,Working,Secondary / secondary special,50,Laborers
216417,1,Cash loans,F,90000.0,327024.0,25965.0,Working,Secondary / secondary special,25,Laborers
216430,1,Cash loans,M,225000.0,360000.0,28440.0,Working,Secondary / secondary special,43,Security staff
216431,1,Cash loans,M,225000.0,675000.0,53460.0,Working,Secondary / secondary special,52,Laborers
216432,1,Cash loans,M,180000.0,576000.0,20686.5,Commercial associate,Higher education,49,Security staff
216439,1,Cash loans,F,270000.0,976500.0,28552.5,Commercial associate,Higher education,42,Sales staff
216479,1,Cash loans,F,108000.0,521280.0,28278.0,Working,Secondary / secondary special,30,Sales staff
216498,1,Cash loans,M,202500.0,319981.5,14958.0,Working,Secondary / secondary special,40,Drivers
216500,1,Cash loans,F,225000.0,904216.5,46296.0,Working,Secondary / secondary special,46,Laborers
216528,1,Cash loans,M,315000.0,1123443.0,32976.0,Commercial associate,Incomplete higher,34,Sales staff
216596,1,Cash loans,F,135000.0,254700.0,20119.5,Working,Secondary / secondary special,28,Laborers
216603,1,Cash loans,F,90000.0,521280.0,20668.5,State servant,Secondary / secondary special,51,Sales staff
216612,1,Cash loans,F,135000.0,450000.0,24412.5,Working,Secondary / secondary special,50,Core staff
216613,1,Cash loans,M,180000.0,314055.0,11767.5,Commercial associate,Incomplete higher,51,Laborers
216642,1,Cash loans,F,81000.0,284400.0,13833.0,State servant,Secondary / secondary special,23,Core staff
216648,1,Revolving loans,F,81000.0,180000.0,9000.0,Working,Secondary / secondary special,27,Laborers
216652,1,Cash loans,M,135000.0,157050.0,8649.0,Commercial associate,Secondary / secondary special,44,Drivers
216657,1,Cash loans,F,247500.0,1051245.0,30865.5,Working,Secondary / secondary special,47,Sales staff
216658,1,Cash loans,F,225000.0,188460.0,9193.5,Working,Secondary / secondary special,35,Laborers
216701,1,Cash loans,M,135000.0,307287.0,23908.5,State servant,Secondary / secondary special,27,Security staff
216703,1,Cash loans,F,135000.0,414000.0,22590.0,Working,Higher education,27,Sales staff
216704,1,Cash loans,F,112500.0,454500.0,31072.5,Working,Secondary / secondary special,49,Laborers
216712,1,Cash loans,M,270000.0,382500.0,19660.5,Working,Secondary / secondary special,43,Laborers
